index,DE_B01,DE_B09,DE_B10,DE_B11,DE_B12,DE_B15,DE_B16,DE_B18,DE_B19,DE_load,DE_surplus,DK_B01,DK_B16,DK_B18,DK_B19,DK_load,DK_surplus,HU_B01,HU_B09,HU_B11,HU_B12,HU_B15,HU_B16,HU_B19,HU_load,HU_surplus,IT_B01,IT_B09,IT_B10,IT_B11,IT_B12,IT_B16,IT_B18,IT_B19,IT_load,IT_surplus,NE_B01,NE_B11,NE_B16,NE_B18,NE_B19,NE_load,NE_surplus,PO_B01,PO_B10,PO_B11,PO_B12,PO_B16,PO_B19,PO_load,PO_surplus,SE_B12,SE_B13,SE_B16,SE_B19,SE_load,SE_surplus,SP_B01,SP_B09,SP_B10,SP_B11,SP_B12,SP_B13,SP_B15,SP_B16,SP_B18,SP_B19,SP_load,SP_surplus,UK_B19,UK_load,UK_surplus,y,year,month,day,hour,minute,second
5036,18125,69,15058,5872,1011,360,9,6836,32280,201157,-121537,643.0,1.0,482.0,335.0,3197.0,-1736.0,552,0,12,20,47,0,117,21487,-20739,702.0,615.0,106.0,3620.0,361.0,0.0,0.0,587.0,37067.0,-31076.0,64,0,5,1380,1331,48167,-45387,46.0,67.0,131.0,5.0,0.0,3229.0,18800.0,-15322.0,9772.0,0.0,0.0,873.0,11339.0,-694.0,2068,0,2680,2376,6088,0,372,3792,0,37148,125636,-71112,0.0,552.0,-552.0,1,2022,7,29,19,0,0
5037,17759,72,10401,5889,589,360,0,5760,34162,189347,-114355,641.0,0.0,418.0,357.0,3021.0,-1605.0,558,0,12,20,48,0,63,20319,-19618,701.0,616.0,105.0,3320.0,337.0,0.0,0.0,574.0,34706.0,-29053.0,64,0,4,960,1177,47271,-45066,46.0,0.0,123.0,0.0,0.0,3188.0,17511.0,-14154.0,9497.0,0.0,0.0,956.0,10915.0,-462.0,2040,0,2188,2392,4760,0,384,2704,0,38388,120116,-67260,0.0,552.0,-552.0,4,2022,7,29,20,0,0
5038,17312,72,2565,5896,681,360,0,5009,32323,176694,-112476,634.0,0.0,376.0,327.0,2846.0,-1509.0,553,0,12,20,43,0,104,19174,-18442,686.0,611.0,141.0,3205.0,442.0,0.0,0.0,610.0,32355.0,-26660.0,60,0,4,589,923,45697,-44121,46.0,0.0,123.0,0.0,0.0,3047.0,16394.0,-13178.0,9028.0,0.0,0.0,961.0,10452.0,-463.0,1988,0,5748,2340,2656,0,384,2512,0,38960,112840,-58252,0.0,552.0,-552.0,4,2022,7,29,21,0,0
5039,17083,74,6742,5928,553,360,0,4835,28050,165949,-102324,634.0,0.0,312.0,291.0,2729.0,-1492.0,536,0,12,20,40,0,98,17832,-17126,686.0,607.0,33.0,3001.0,327.0,0.0,0.0,730.0,30523.0,-25139.0,63,0,4,303,792,43183,-42021,46.0,0.0,123.0,0.0,0.0,2874.0,15560.0,-12517.0,8738.0,0.0,0.0,974.0,10178.0,-466.0,2044,0,1216,2260,4696,0,380,2572,0,36700,109900,-60032,0.0,552.0,-552.0,4,2022,7,29,22,0,0
5040,16943,76,3811,5919,539,360,0,3368,24672,159012,-103324,633.0,0.0,270.0,263.0,2634.0,-1468.0,536,0,12,20,40,0,58,16772,-16106,690.0,604.0,196.0,2865.0,287.0,0.0,0.0,1001.0,29320.0,-23677.0,64,0,4,243,612,41403,-40480,46.0,0.0,123.0,0.0,0.0,2720.0,15041.0,-12152.0,8517.0,0.0,0.0,992.0,10108.0,-599.0,2060,0,2840,2224,3960,0,364,2588,0,36500,104288,-53752,0.0,552.0,-552.0,1,2022,7,29,23,0,0
5041,16706,75,1697,5975,399,360,0,2784,20777,154205,-105432,634.0,0.0,250.0,247.0,2562.0,-1431.0,535,0,12,20,40,0,138,16189,-15444,691.0,605.0,298.0,2814.0,284.0,0.0,0.0,1250.0,28661.0,-22719.0,64,0,4,203,809,40520,-39440,46.0,0.0,123.0,0.0,0.0,2599.0,14918.0,-12150.0,8411.0,0.0,0.0,938.0,9924.0,-575.0,2060,0,4168,2216,2604,0,368,2612,0,35828,99280,-49424,0.0,552.0,-552.0,1,2022,7,30,0,0,0
5042,16621,74,2279,6013,198,360,0,2379,17746,151631,-105961,622.0,0.0,236.0,232.0,2566.0,-1476.0,529,0,12,20,40,0,230,15947,-15116,694.0,605.0,298.0,2755.0,282.0,0.0,0.0,1421.0,28329.0,-22274.0,64,0,4,171,951,40068,-38878,46.0,0.0,123.0,0.0,3.0,2401.0,14812.0,-12239.0,8395.0,0.0,0.0,910.0,9826.0,-521.0,2004,0,4408,2184,2444,0,364,2336,0,33940,96384,-48704,0.0,552.0,-552.0,4,2022,7,30,1,0,0
5043,16572,72,3562,6219,200,360,1,2160,15314,152129,-107669,573.0,10.0,254.0,253.0,2529.0,-1439.0,532,0,12,20,40,0,290,15883,-14989,680.0,605.0,299.0,2754.0,280.0,0.0,0.0,1634.0,28293.0,-22041.0,64,0,4,190,899,39912,-38755,47.0,0.0,123.0,0.0,95.0,2198.0,14376.0,-11913.0,8496.0,0.0,4.0,840.0,9641.0,-301.0,1940,0,5616,2216,2016,0,364,1908,0,31524,94316,-48732,0.0,552.0,-552.0,4,2022,7,30,2,0,0
5044,16781,71,2391,6367,182,360,350,2046,13615,153270,-111107,603.0,81.0,303.0,318.0,2621.0,-1316.0,533,0,12,20,41,138,293,15622,-14585,674.0,605.0,298.0,2816.0,285.0,195.0,0.0,1613.0,28648.0,-22162.0,65,0,7,230,928,39587,-38357,46.0,0.0,123.0,0.0,439.0,1903.0,15282.0,-12771.0,8697.0,0.0,37.0,690.0,9738.0,-314.0,1876,0,5500,2232,2088,0,364,1672,0,29900,93252,-49620,0.0,552.0,-552.0,4,2022,7,30,3,0,0
5045,17222,71,1253,6437,571,360,5330,1710,12868,159504,-113682,625.0,242.0,345.0,304.0,2874.0,-1358.0,541,0,12,21,48,729,249,16150,-14550,668.0,604.0,297.0,3101.0,329.0,1662.0,0.0,1425.0,30999.0,-22913.0,63,0,71,211,947,38547,-37255,46.0,0.0,122.0,0.0,985.0,1145.0,16361.0,-14063.0,9098.0,0.0,130.0,534.0,10166.0,-404.0,1904,0,4892,2244,2352,0,368,1368,0,28816,94364,-52420,0.0,552.0,-552.0,4,2022,7,30,4,0,0
5046,17428,68,1983,6562,297,360,19723,1708,10303,171293,-112861,633.0,446.0,355.0,211.0,3146.0,-1501.0,544,0,12,24,47,1654,193,16769,-14295,652.0,603.0,221.0,3635.0,404.0,4616.0,0.0,1067.0,33666.0,-22468.0,60,0,266,167,917,36864,-35454,45.0,0.0,112.0,0.0,1780.0,644.0,17636.0,-15055.0,9585.0,0.0,256.0,439.0,10898.0,-618.0,1896,0,3968,2280,2584,0,360,1748,0,29024,94488,-52628,0.0,552.0,-552.0,1,2022,7,30,5,0,0
5047,17398,68,4323,6682,248,360,43613,1834,6930,184523,-103067,636.0,723.0,401.0,189.0,3393.0,-1444.0,543,0,12,24,48,2557,190,17486,-14112,653.0,603.0,421.0,3440.0,400.0,6891.0,0.0,944.0,35044.0,-21692.0,60,0,573,113,1091,35527,-33690,46.0,120.0,94.0,0.0,2641.0,575.0,18591.0,-15115.0,9756.0,0.0,400.0,445.0,11379.0,-778.0,2008,0,3468,2376,2888,0,368,9704,0,27236,100152,-52104,0.0,552.0,-552.0,1,2022,7,30,6,0,0
5048,17222,64,4377,6731,221,360,70435,1789,5087,193754,-87468,635.0,880.0,392.0,212.0,3527.0,-1408.0,540,0,12,24,50,3218,257,18046,-13945,664.0,602.0,706.0,3100.0,337.0,8514.0,0.0,1120.0,35285.0,-20242.0,61,0,871,163,862,33458,-31501,46.0,75.0,94.0,0.0,3125.0,796.0,18994.0,-14858.0,9722.0,0.0,522.0,487.0,11484.0,-753.0,2008,0,5808,2392,2488,0,364,23396,0,25796,107432,-45180,0.0,552.0,-552.0,1,2022,7,30,7,0,0
5049,16976,63,10957,6733,282,360,92664,1500,6816,200621,-64270,634.0,980.0,369.0,227.0,3565.0,-1355.0,535,0,12,24,48,3379,191,18540,-14351,664.0,602.0,1806.0,2911.0,316.0,9727.0,1.0,1322.0,35029.0,-17680.0,64,0,1070,284,695,30081,-27968,46.0,11.0,87.0,0.0,3384.0,940.0,19266.0,-14798.0,9775.0,0.0,603.0,553.0,11495.0,-564.0,1936,0,3860,2372,1988,0,376,34496,0,22904,113028,-45096,0.0,552.0,-552.0,1,2022,7,30,8,0,0
5050,16774,60,21891,6830,277,360,104603,1564,8778,205326,-44189,633.0,1094.0,332.0,248.0,3602.0,-1295.0,539,0,13,24,47,3274,133,19095,-15065,661.0,603.0,1988.0,2898.0,317.0,11013.0,1.0,1482.0,35357.0,-16394.0,64,0,1183,372,763,27624,-25242,45.0,0.0,85.0,0.0,2962.0,1060.0,19051.0,-14899.0,9838.0,0.0,637.0,605.0,11436.0,-356.0,1892,0,3216,2308,1912,0,368,40508,0,20256,116272,-45812,0.0,552.0,-552.0,4,2022,7,30,9,0,0
5051,16638,60,25724,6837,234,360,109172,1617,10707,202842,-31493,618.0,1107.0,336.0,306.0,3556.0,-1189.0,528,0,16,24,46,3289,124,18955,-14928,665.0,603.0,2587.0,3000.0,346.0,11131.0,3.0,1682.0,35306.0,-15289.0,63,0,1152,310,710,27523,-25288,45.0,0.0,85.0,0.0,2683.0,1214.0,19008.0,-14981.0,9754.0,0.0,631.0,679.0,11324.0,-260.0,1928,0,1616,2332,2296,0,356,45104,0,18224,119580,-47724,0.0,552.0,-552.0,4,2022,7,30,10,0,0
5052,16627,59,25867,6673,322,360,105272,1436,12447,195859,-26796,616.0,1018.0,363.0,341.0,3486.0,-1148.0,537,0,16,24,49,3185,127,17725,-13787,665.0,602.0,2376.0,2866.0,396.0,10576.0,3.0,2158.0,35305.0,-15663.0,63,0,1140,280,778,28152,-25891,46.0,0.0,86.0,0.0,2259.0,1415.0,18718.0,-14912.0,9739.0,0.0,589.0,718.0,11332.0,-286.0,1920,0,1808,2360,2864,0,348,46976,0,17844,122312,-48192,0.0,552.0,-552.0,4,2022,7,30,11,0,0
5053,16588,60,27049,6584,127,360,98897,1561,14240,190788,-25322,633.0,897.0,379.0,355.0,3439.0,-1175.0,535,0,16,24,49,3167,199,17418,-13428,658.0,602.0,2194.0,2727.0,394.0,9409.0,1.0,2641.0,35175.0,-16549.0,60,0,1095,268,877,29279,-26979,45.0,0.0,88.0,0.0,1870.0,1492.0,18433.0,-14938.0,9751.0,0.0,514.0,767.0,11361.0,-329.0,1964,0,2552,2372,2452,0,368,47300,0,18168,122604,-47428,0.0,552.0,-552.0,4,2022,7,30,12,0,0
5054,16637,56,26464,6594,110,360,89505,1592,15546,189696,-32832,636.0,788.0,376.0,402.0,3458.0,-1256.0,522,0,16,22,47,2752,280,17636,-13997,666.0,603.0,970.0,2698.0,364.0,7441.0,1.0,2978.0,34978.0,-19257.0,61,0,1086,241,888,31109,-28833,46.0,19.0,88.0,0.0,1489.0,1574.0,18360.0,-15144.0,9868.0,0.0,405.0,791.0,11411.0,-347.0,1788,0,576,2196,2528,0,356,47156,0,19480,121452,-47372,0.0,552.0,-552.0,4,2022,7,30,13,0,0
5055,16932,56,14813,6535,132,360,73956,2048,16449,186970,-55689,638.0,697.0,331.0,410.0,3646.0,-1570.0,530,0,16,20,45,2353,201,17588,-14423,666.0,601.0,385.0,3063.0,383.0,5678.0,0.0,2986.0,35895.0,-22133.0,60,0,897,334,700,35255,-33264,46.0,0.0,88.0,0.0,986.0,1731.0,18248.0,-15397.0,9918.0,0.0,274.0,808.0,11498.0,-498.0,1848,0,1484,2152,2612,0,356,44264,0,21892,119628,-45020,0.0,552.0,-552.0,4,2022,7,30,14,0,0
5056,17458,56,6034,6418,412,360,53114,2123,17836,188458,-84647,639.0,423.0,337.0,386.0,3661.0,-1876.0,530,0,19,20,50,1580,240,17575,-15136,656.0,601.0,915.0,3724.0,432.0,3174.0,0.0,2344.0,36661.0,-24815.0,60,0,649,646,805,39907,-37747,47.0,221.0,102.0,0.0,547.0,1731.0,18044.0,-15396.0,9896.0,0.0,154.0,827.0,11624.0,-747.0,1840,0,1400,2084,2828,0,356,39664,0,25456,118728,-45100,0.0,552.0,-552.0,1,2022,7,30,15,0,0
5057,18050,57,10920,6321,683,360,30015,2146,17434,189025,-103039,639.0,216.0,318.0,356.0,3517.0,-1988.0,530,0,17,20,50,721,198,17820,-16284,660.0,601.0,1920.0,4704.0,750.0,811.0,0.0,1869.0,36712.0,-25397.0,60,0,358,590,762,42853,-41083,47.0,685.0,128.0,34.0,212.0,1841.0,18017.0,-15070.0,9812.0,0.0,56.0,905.0,11524.0,-751.0,1872,0,1976,2100,2944,0,340,34372,0,28988,117616,-45024,0.0,552.0,-552.0,1,2022,7,30,16,0,0
5058,18448,59,21657,6297,1188,360,11383,1949,14366,185182,-109475,639.0,61.0,319.0,263.0,3303.0,-2021.0,536,0,16,20,51,186,207,18117,-17101,647.0,602.0,1183.0,5025.0,716.0,32.0,0.0,1449.0,36094.0,-26440.0,63,0,135,881,550,44968,-43339,46.0,777.0,142.0,39.0,73.0,2067.0,18109.0,-14965.0,9586.0,0.0,9.0,1112.0,11298.0,-591.0,1856,0,1596,2108,4184,0,352,23800,0,32996,117004,-50112,0.0,552.0,-552.0,1,2022,7,30,17,0,0
5059,18568,64,24824,6251,1088,360,1566,1033,11480,178151,-112917,581.0,6.0,291.0,218.0,3167.0,-2071.0,536,0,16,20,52,1,206,18669,-17838,663.0,602.0,1403.0,4802.0,697.0,0.0,3.0,1194.0,35549.0,-26185.0,61,0,54,1096,528,46110,-44371,46.0,537.0,128.0,39.0,2.0,2285.0,17850.0,-14813.0,9316.0,0.0,0.0,1427.0,11054.0,-311.0,2000,0,1380,2188,9648,0,364,10668,0,37368,116328,-52712,0.0,552.0,-552.0,4,2022,7,30,18,0,0
5060,18402,71,27272,6197,1274,360,2,951,9049,174416,-110838,583.0,1.0,342.0,197.0,3059.0,-1936.0,540,0,16,20,49,0,408,18236,-17203,665.0,603.0,808.0,3938.0,616.0,0.0,1.0,1072.0,33600.0,-25897.0,64,0,4,1730,722,46542,-44022,46.0,6.0,92.0,5.0,0.0,2356.0,16930.0,-14425.0,8880.0,0.0,0.0,1743.0,11089.0,-466.0,2068,0,1120,2292,10356,0,356,3520,0,40768,117660,-57180,0.0,552.0,-552.0,4,2022,7,30,19,0,0
5061,18097,72,23029,6158,894,360,0,1038,8845,166094,-107601,584.0,0.0,326.0,220.0,2926.0,-1796.0,547,0,16,20,48,0,484,17055,-15940,663.0,605.0,107.0,3252.0,417.0,0.0,1.0,1242.0,31509.0,-25222.0,63,0,4,1917,867,45659,-42808,46.0,0.0,88.0,0.0,0.0,2352.0,15713.0,-13227.0,8642.0,0.0,0.0,1876.0,10713.0,-195.0,2068,0,976,2268,9460,0,372,2164,0,41096,113572,-55168,0.0,552.0,-552.0,4,2022,7,30,20,0,0
5062,17710,72,16666,6070,928,360,0,943,7640,156392,-106003,571.0,0.0,303.0,235.0,2770.0,-1661.0,540,0,16,20,45,0,445,16011,-14945,665.0,603.0,382.0,3001.0,389.0,0.0,2.0,1362.0,29379.0,-22975.0,59,0,4,1558,979,43885,-41285,47.0,0.0,85.0,0.0,0.0,2373.0,14669.0,-12164.0,8455.0,0.0,0.0,1783.0,10173.0,65.0,2068,0,1512,2296,7348,0,372,1964,0,39172,108080,-53348,0.0,552.0,-552.0,4,2022,7,30,21,0,0
5063,17372,76,6522,6009,414,360,0,1581,6711,149275,-110230,571.0,0.0,257.0,239.0,2665.0,-1598.0,535,0,16,20,44,0,568,15030,-13847,669.0,603.0,121.0,2580.0,291.0,0.0,1.0,1417.0,27738.0,-22056.0,60,0,4,1386,1072,41886,-39364,46.0,0.0,84.0,0.0,0.0,2305.0,14148.0,-11713.0,8294.0,0.0,0.0,1773.0,9932.0,135.0,1980,0,2532,2232,3604,0,368,1900,0,35700,102624,-54308,0.0,552.0,-552.0,4,2022,7,30,22,0,0
5064,17213,76,3865,5942,280,360,0,1497,6491,144311,-108587,571.0,0.0,192.0,247.0,2589.0,-1579.0,533,0,16,20,44,0,694,14356,-13049,678.0,604.0,58.0,2437.0,275.0,0.0,2.0,1519.0,26473.0,-20900.0,65,0,4,1212,1409,40746,-38056,37.0,0.0,86.0,0.0,0.0,2211.0,13771.0,-11437.0,8243.0,0.0,0.0,1771.0,9818.0,196.0,1996,0,1932,2176,2988,0,356,1600,0,34068,97368,-52252,0.0,552.0,-552.0,4,2022,7,30,23,0,0
5065,17091,76,2737,5865,226,360,0,1623,7066,140715,-105671,568.0,0.0,153.0,213.0,2528.0,-1594.0,528,0,16,20,40,0,637,13924,-12683,689.0,604.0,58.0,2383.0,266.0,0.0,3.0,1557.0,25775.0,-20215.0,64,0,4,1537,1556,39950,-36789,27.0,0.0,90.0,0.0,0.0,2175.0,13548.0,-11256.0,8116.0,0.0,0.0,1727.0,9842.0,1.0,1968,0,2796,2172,2580,0,352,1452,0,29588,92888,-51980,0.0,552.0,-552.0,4,2022,7,31,0,0,0
5066,16974,76,3677,5806,183,360,0,2518,8222,140031,-102215,572.0,0.0,146.0,179.0,2514.0,-1617.0,530,0,16,20,40,0,697,13749,-12446,688.0,605.0,59.0,2265.0,269.0,0.0,2.0,1569.0,25324.0,-19867.0,64,0,4,1890,1430,39628,-36240,27.0,0.0,90.0,0.0,2.0,2181.0,13438.0,-11138.0,8044.0,0.0,0.0,1721.0,9840.0,-75.0,1892,0,2820,2140,1948,0,352,1344,0,29504,89216,-49216,0.0,552.0,-552.0,4,2022,7,31,1,0,0
5067,16961,76,8167,5665,192,360,1,3644,9663,140842,-96113,571.0,6.0,181.0,138.0,2486.0,-1590.0,533,0,16,20,43,0,802,13760,-12346,689.0,607.0,108.0,2280.0,240.0,0.0,2.0,1653.0,25194.0,-19615.0,64,0,4,2228,1277,39314,-35741,27.0,0.0,90.0,0.0,61.0,2133.0,13052.0,-10741.0,8056.0,0.0,4.0,1563.0,9539.0,84.0,1964,0,3892,2144,2124,0,332,1292,0,29200,87660,-46712,0.0,552.0,-552.0,4,2022,7,31,2,0,0
5068,17038,73,9785,5564,143,360,553,4243,11409,142144,-92976,565.0,62.0,206.0,104.0,2577.0,-1640.0,533,0,16,20,45,90,911,13548,-11933,687.0,608.0,94.0,2316.0,253.0,177.0,3.0,1959.0,24575.0,-18478.0,64,0,6,2193,1251,38824,-35310,27.0,0.0,90.0,0.0,196.0,2117.0,13364.0,-10934.0,8231.0,0.0,35.0,1357.0,9641.0,-18.0,2016,0,4576,2140,2420,0,336,1056,0,26356,87324,-48424,0.0,552.0,-552.0,4,2022,7,31,3,0,0
5069,17258,72,12780,5544,143,360,8201,4799,12428,145928,-84343,547.0,177.0,241.0,71.0,2791.0,-1755.0,538,0,15,20,46,596,870,14050,-11965,688.0,609.0,316.0,2475.0,280.0,1649.0,2.0,2245.0,25576.0,-17312.0,64,0,79,2219,1608,38215,-34245,27.0,0.0,91.0,0.0,492.0,2168.0,13957.0,-11179.0,8739.0,0.0,110.0,1028.0,10014.0,-137.0,1880,0,3368,2132,2260,0,352,600,0,24912,87384,-51880,0.0,552.0,-552.0,4,2022,7,31,4,0,0
5070,17272,70,15685,5544,425,360,25641,5931,10369,155304,-74007,566.0,338.0,258.0,70.0,3053.0,-1821.0,540,0,12,20,46,1682,990,14545,-11255,685.0,604.0,503.0,2658.0,374.0,4936.0,4.0,2780.0,27598.0,-15054.0,62,0,168,2806,1658,38312,-33618,27.0,0.0,95.0,0.0,1013.0,1965.0,14740.0,-11640.0,9128.0,0.0,221.0,799.0,10790.0,-642.0,1872,0,4256,2200,2332,0,348,1096,0,24288,85828,-49436,0.0,552.0,-552.0,1,2022,7,31,5,0,0
5071,17255,67,16502,5526,604,360,47899,5991,7187,167728,-66337,570.0,532.0,283.0,90.0,3288.0,-1813.0,539,0,12,20,42,2621,991,15335,-11110,679.0,605.0,866.0,2790.0,356.0,7637.0,8.0,2887.0,28938.0,-13110.0,62,0,256,3139,1662,38647,-33528,27.0,0.0,103.0,0.0,1577.0,2014.0,15733.0,-12012.0,9322.0,0.0,351.0,826.0,11391.0,-892.0,1948,0,6820,2260,1816,0,352,10136,0,22480,89232,-43420,0.0,552.0,-552.0,1,2022,7,31,6,0,0
5072,17104,64,18380,5537,322,360,73494,6093,5592,178202,-51256,540.0,710.0,260.0,115.0,3440.0,-1815.0,541,0,16,20,40,3348,956,15905,-10984,644.0,608.0,958.0,2649.0,320.0,9409.0,9.0,2898.0,29667.0,-12172.0,60,0,332,4698,1931,39032,-32011,27.0,0.0,102.0,0.0,2175.0,2136.0,16379.0,-11939.0,9373.0,0.0,445.0,908.0,11249.0,-523.0,1840,0,8404,2220,1428,0,352,27072,0,19812,95340,-34212,0.0,552.0,-552.0,4,2022,7,31,7,0,0
5073,16914,62,27029,5549,272,360,98537,5211,7694,187258,-25630,526.0,831.0,318.0,149.0,3508.0,-1684.0,541,0,16,20,39,3686,944,16330,-11084,646.0,609.0,1063.0,2551.0,300.0,10479.0,9.0,3127.0,30106.0,-11322.0,63,0,511,5291,2411,39565,-31289,27.0,0.0,103.0,0.0,2584.0,2278.0,16691.0,-11699.0,9336.0,0.0,526.0,1043.0,11251.0,-346.0,1792,0,8708,2184,1712,0,352,40476,0,17316,100724,-28184,0.0,552.0,-552.0,4,2022,7,31,8,0,0
5074,16807,60,28615,5606,294,360,112851,4544,12174,192999,-11688,527.0,861.0,273.0,202.0,3531.0,-1668.0,544,0,16,20,38,3946,703,16266,-10999,639.0,607.0,1185.0,2451.0,301.0,11003.0,13.0,3494.0,30417.0,-10724.0,62,0,346,4800,3128,40438,-32102,27.0,0.0,94.0,0.0,2859.0,2379.0,16741.0,-11382.0,9135.0,0.0,532.0,1133.0,11327.0,-527.0,1856,0,8764,2108,1792,0,336,46996,0,14604,105088,-28632,0.0,552.0,-552.0,4,2022,7,31,9,0,0
5075,16661,56,26883,5608,158,360,116913,4493,16847,191838,-3859,525.0,868.0,235.0,281.0,3511.0,-1602.0,542,0,16,20,39,4405,836,15700,-9842,620.0,608.0,1746.0,2433.0,292.0,11066.0,17.0,3992.0,30233.0,-9459.0,63,0,444,5518,4088,40831,-30718,27.0,0.0,94.0,0.0,2818.0,2336.0,16542.0,-11267.0,8925.0,0.0,522.0,1224.0,11205.0,-534.0,1928,0,8648,2084,1908,0,336,49588,0,12776,108552,-31284,0.0,552.0,-552.0,4,2022,7,31,10,0,0
5076,16665,56,26325,5631,128,360,112198,3846,19463,185935,-1263,321.0,708.0,203.0,277.0,3504.0,-1995.0,540,0,16,20,40,4463,802,15523,-9642,615.0,605.0,1723.0,2446.0,292.0,10822.0,17.0,4209.0,30309.0,-9580.0,62,0,305,5648,5197,40956,-29744,27.0,0.0,99.0,0.0,2745.0,2253.0,16296.0,-11172.0,9062.0,0.0,482.0,1232.0,10860.0,-84.0,1916,0,7776,2116,1896,0,360,50632,0,10936,113240,-37608,0.0,552.0,-552.0,4,2022,7,31,11,0,0
5077,16605,56,26935,5537,284,360,99204,4462,20746,183275,-9086,382.0,527.0,237.0,269.0,3443.0,-2028.0,535,0,16,20,37,3996,638,15593,-10351,619.0,603.0,1508.0,2447.0,294.0,9917.0,17.0,4314.0,30531.0,-10812.0,62,0,284,6205,5499,40606,-28556,26.0,0.0,104.0,0.0,2560.0,2152.0,16153.0,-11311.0,9255.0,0.0,422.0,1245.0,10929.0,-7.0,1888,0,4160,2088,1892,0,352,50500,0,10336,115244,-44028,0.0,552.0,-552.0,4,2022,7,31,12,0,0
5078,16615,54,23761,5448,525,360,81029,4366,23199,180818,-25461,520.0,367.0,264.0,267.0,3500.0,-2082.0,490,0,16,20,37,3423,453,15774,-11335,640.0,605.0,1488.0,2478.0,316.0,8452.0,20.0,4173.0,31101.0,-12929.0,60,0,265,5896,5540,40736,-28975,26.0,0.0,110.0,0.0,2198.0,1962.0,16123.0,-11827.0,9421.0,0.0,328.0,1262.0,11341.0,-330.0,1792,0,3560,2040,1788,0,340,49572,0,10824,113808,-43892,0.0,552.0,-552.0,4,2022,7,31,13,0,0
5079,16929,52,16747,5396,474,360,62443,4023,24385,179346,-48537,580.0,223.0,282.0,297.0,3733.0,-2351.0,529,0,16,20,41,2688,375,16117,-12448,639.0,617.0,756.0,2824.0,385.0,6472.0,22.0,3865.0,32313.0,-16733.0,62,0,311,6403,5462,41460,-29222,32.0,24.0,111.0,0.0,1714.0,1676.0,16256.0,-12699.0,9493.0,0.0,221.0,1253.0,11665.0,-698.0,1852,0,3324,2044,2056,0,324,47800,0,12024,112620,-43196,0.0,552.0,-552.0,1,2022,7,31,14,0,0
5080,17415,52,7284,5336,407,360,43616,3411,24112,181136,-79143,574.0,135.0,230.0,295.0,3769.0,-2535.0,531,0,17,20,44,1635,342,16409,-13820,640.0,617.0,412.0,3300.0,401.0,3458.0,22.0,3500.0,33400.0,-21050.0,61,0,327,6348,5451,44343,-32156,46.0,272.0,118.0,0.0,949.0,1377.0,16552.0,-13790.0,9552.0,0.0,118.0,1220.0,11841.0,-951.0,1872,0,4088,2028,1956,0,316,44456,0,14152,112448,-43580,0.0,552.0,-552.0,1,2022,7,31,15,0,0
5081,17817,52,4177,5243,253,360,23265,2347,23280,182575,-105781,588.0,77.0,291.0,286.0,3602.0,-2360.0,532,0,16,20,48,674,285,16838,-15263,661.0,618.0,571.0,4138.0,675.0,797.0,19.0,2503.0,34067.0,-24085.0,62,0,248,6040,5723,45431,-33358,51.0,324.0,133.0,35.0,359.0,1073.0,16722.0,-14747.0,9513.0,0.0,42.0,1291.0,11742.0,-896.0,1900,0,3044,2068,2500,0,316,38872,0,15972,113212,-48540,0.0,552.0,-552.0,1,2022,7,31,16,0,0
5082,18181,55,6551,5180,456,360,8433,2312,21875,181177,-117774,583.0,21.0,266.0,287.0,3422.0,-2265.0,534,0,16,20,50,139,179,17280,-16342,669.0,617.0,1254.0,4663.0,758.0,25.0,16.0,1847.0,34472.0,-24623.0,63,0,125,4751,5031,45441,-35471,57.0,538.0,162.0,39.0,157.0,989.0,17016.0,-15074.0,9323.0,0.0,6.0,1415.0,11480.0,-736.0,1988,0,2316,2128,5352,0,336,28512,0,17044,114296,-56620,0.0,552.0,-552.0,1,2022,7,31,17,0,0
5083,18304,58,8716,5093,397,360,1024,2981,22000,178470,-119537,673.0,4.0,173.0,265.0,3287.0,-2172.0,537,0,15,20,48,1,139,18037,-17277,681.0,615.0,1842.0,4606.0,986.0,0.0,13.0,1598.0,34774.0,-24433.0,62,0,26,3460,4433,45781,-37800,64.0,728.0,168.0,39.0,14.0,1029.0,17147.0,-15105.0,9161.0,0.0,0.0,1747.0,11614.0,-706.0,2060,0,240,2248,8676,0,336,12248,0,19164,115120,-70148,0.0,552.0,-552.0,1,2022,7,31,18,0,0
5084,18278,60,13344,5068,936,360,2,4020,19888,179805,-117849,685.0,0.0,265.0,293.0,3153.0,-1910.0,537,0,12,20,46,0,124,17642,-16903,683.0,619.0,991.0,4160.0,806.0,0.0,20.0,1599.0,33135.0,-24257.0,64,0,4,1903,3532,45932,-40429,67.0,546.0,134.0,5.0,0.0,1108.0,16475.0,-14615.0,8718.0,0.0,0.0,1962.0,11325.0,-645.0,2096,0,0,2516,12804,0,328,3624,0,21924,119596,-76304,0.0,552.0,-552.0,1,2022,7,31,19,0,0
5085,18012,63,13006,5034,437,360,0,6525,20360,173179,-109382,640.0,0.0,595.0,318.0,3001.0,-1448.0,546,0,12,20,42,0,75,16465,-15770,679.0,618.0,402.0,3043.0,509.0,0.0,22.0,1643.0,30808.0,-23892.0,63,0,4,2406,2703,45243,-40067,69.0,69.0,129.0,0.0,0.0,1095.0,15335.0,-13973.0,8251.0,0.0,0.0,1983.0,10734.0,-500.0,2096,0,156,2480,12720,0,320,2740,0,26256,118472,-71704,0.0,552.0,-552.0,4,2022,7,31,20,0,0
